Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,lag_demand_1,lag_demand_7,lag_demand_30,rolling_mean_7,rolling_mean_30,seasonal_index,expected_promo_uplift,price_elasticity,stock_cover_days,inventory_turnover,lead_time_demand
2023-04-11,S002,P0010,Toys,West,97,76,113,66.68,55.66,20,Snowy,0,59.02,Winter,153.0,235.0,206.0,125.28571428571429,144.2,1.0026814243408946,0.0,-1.763256158928691,0.7736128517716759,0.7826982492276005,877.0
2023-04-12,S002,P0010,Groceries,South,284,173,39,169.59,33.85,0,Cloudy,0,29.65,Autumn,76.0,148.0,127.0,128.85714285714286,145.73333333333332,1.0096550398328077,0.0,-1.763256158928691,2.202282042760607,0.6089405139035551,902.0
2023-04-13,S002,P0010,Groceries,North,270,207,143,197.96,23.14,20,Cloudy,0,26.58,Winter,173.0,321.0,27.0,112.57142857142857,151.73333333333332,1.0026814243408946,0.0,-1.763256158928691,2.396348421453024,0.7663828211773417,788.0
2023-04-14,S002,P0010,Toys,South,109,36,147,46.6,33.62,10,Sunny,1,35.86,Summer,207.0,135.0,193.0,98.42857142857143,146.5,0.9924041127832443,0.0,-1.763256158928691,1.106278091924025,0.32997250229147573,689.0
2023-04-15,S002,P0010,Electronics,North,375,226,32,245.46,77.88,20,Snowy,0,77.49,Spring,36.0,29.0,40.0,126.57142857142857,152.7,0.9953244926435111,0.0,-1.763256158928691,2.9604150219916545,0.6025059984004265,886.0
2023-04-16,S002,P0010,Groceries,South,218,77,169,95.84,28.68,0,Sunny,1,29.74,Summer,226.0,15.0,36.0,135.42857142857142,154.06666666666666,0.9924041127832443,0.0,-1.763256158928691,1.608516917887636,0.35304906006419073,947.9999999999999
2023-04-17,S002,P0010,Clothing,North,186,87,63,91.42,26.97,15,Snowy,0,22.62,Summer,77.0,153.0,149.0,126.0,152.0,0.9924041127832443,0.0,-1.763256158928691,1.4750198255352895,0.46749059645351965,882.0
2023-04-18,S002,P0010,Furniture,North,473,454,123,449.84,59.96,15,Snowy,0,60.25,Autumn,87.0,76.0,220.0,180.0,159.8,1.0096550398328077,0.0,-1.763256158928691,2.626318711826763,0.9596279856267174,1260.0
2023-04-19,S002,P0010,Clothing,East,200,79,114,86.14,51.96,0,Rainy,0,53.33,Autumn,454.0,173.0,38.0,166.57142857142858,161.16666666666666,1.0096550398328077,0.0,-1.763256158928691,1.199965715265278,0.3948025987006497,1166.0
2023-04-20,S002,P0010,Toys,West,372,12,26,9.17,43.05,15,Sunny,0,46.67,Autumn,79.0,207.0,116.0,138.71428571428572,157.7,1.0096550398328077,0.0,-1.763256158928691,2.6798394566224144,0.03224939532383768,971.0
2023-04-21,S002,P0010,Electronics,North,114,24,29,24.81,92.6,10,Snowy,1,96.04,Spring,12.0,36.0,445.0,137.0,143.66666666666666,0.9953244926435111,0.0,-1.763256158928691,0.8315098468271335,0.21034180543383,959.0
2023-04-22,S002,P0010,Groceries,North,396,225,70,219.25,88.84,15,Rainy,1,88.27,Autumn,24.0,226.0,156.0,136.85714285714286,145.96666666666667,1.0096550398328077,0.0,-1.763256158928691,2.891415458433295,0.5680383741479424,958.0
2023-04-23,S002,P0010,Groceries,North,98,26,61,27.84,89.95,10,Sunny,1,92.22,Autumn,225.0,77.0,50.0,129.57142857142858,145.16666666666666,1.0096550398328077,0.0,-1.763256158928691,0.7557563071499394,0.2650356778797146,907.0000000000001
2023-04-24,S002,P0010,Electronics,South,245,95,29,99.85,70.76,10,Snowy,1,73.61,Summer,26.0,87.0,257.0,130.71428571428572,139.76666666666668,0.9924041127832443,0.0,-1.763256158928691,1.872884132357759,0.3875968992248062,915.0
2023-04-25,S002,P0010,Groceries,West,161,110,55,119.73,66.09,0,Snowy,0,64.51,Summer,95.0,454.0,261.0,81.57142857142857,134.73333333333332,0.9924041127832443,0.0,-1.763256158928691,1.9713136260276372,0.6828057107386717,571.0
2023-04-26,S002,P0010,Electronics,South,451,84,173,89.0,38.12,15,Snowy,1,35.42,Spring,110.0,79.0,43.0,82.28571428571429,136.1,0.9953244926435111,0.0,-1.763256158928691,5.474250043350096,0.1862114830414542,576.0
2023-04-27,S002,P0010,Furniture,West,258,40,95,42.35,84.72,5,Sunny,1,82.77,Autumn,84.0,12.0,82.0,86.28571428571429,134.7,1.0096550398328077,0.0,-1.763256158928691,2.9866049280635028,0.15497869043006585,604.0
2023-04-28,S002,P0010,Furniture,East,454,36,49,47.11,63.41,15,Snowy,0,65.57,Winter,40.0,24.0,236.0,88.0,128.03333333333333,1.0026814243408946,0.0,-1.763256158928691,5.153234960272418,0.07927769213829552,616.0
2023-04-29,S002,P0010,Electronics,West,274,36,89,51.21,91.31,0,Sunny,1,94.22,Spring,36.0,225.0,69.0,61.0,126.93333333333334,0.9953244926435111,0.0,-1.763256158928691,4.484451718494271,0.13133892739875958,427.0
2023-04-30,S002,P0010,Groceries,West,210,55,82,58.57,47.35,15,Sunny,0,43.24,Winter,36.0,26.0,369.0,65.14285714285714,116.46666666666667,1.0026814243408946,0.0,-1.763256158928691,3.2187431574337646,0.2617801047120419,456.0
2023-05-01,S002,P0010,Clothing,West,484,140,52,145.8,11.23,20,Snowy,1,10.01,Summer,55.0,95.0,13.0,71.57142857142857,120.7,0.9924041127832443,0.0,-1.763256158928691,6.753039665138529,0.2891964470150795,501.0
2023-05-02,S002,P0010,Groceries,North,456,8,48,24.68,87.97,0,Snowy,1,86.12,Autumn,140.0,110.0,253.0,57.0,112.53333333333333,1.0096550398328077,0.0,-1.763256158928691,7.9859894921190895,0.017540013155009866,399.0
2023-05-03,S002,P0010,Furniture,West,393,240,119,253.31,96.28,10,Cloudy,0,100.4,Spring,8.0,84.0,34.0,79.28571428571429,119.4,0.9953244926435111,0.0,-1.763256158928691,4.95051286665467,0.6105316713304503,555.0
2023-05-04,S002,P0010,Groceries,West,420,312,60,318.1,18.19,5,Snowy,1,16.72,Autumn,240.0,40.0,235.0,118.14285714285714,121.96666666666667,1.0096550398328077,0.0,-1.763256158928691,3.5520115984052194,0.7426803142109021,827.0
2023-05-05,S002,P0010,Electronics,North,237,218,172,219.89,95.06,10,Snowy,0,98.15,Summer,312.0,36.0,148.0,144.14285714285714,124.3,0.9924041127832443,0.0,-1.763256158928691,1.6430622957314054,0.9194432728806411,1009.0
2023-05-06,S002,P0010,Clothing,North,276,157,171,158.31,89.08,0,Cloudy,0,91.84,Summer,218.0,36.0,321.0,161.42857142857142,118.83333333333333,0.9924041127832443,0.0,-1.763256158928691,1.7086760413902893,0.5686345526982977,1130.0
2023-05-07,S002,P0010,Groceries,North,212,19,93,35.63,14.6,10,Rainy,0,18.52,Winter,157.0,55.0,135.0,156.28571428571428,114.96666666666667,1.0026814243408946,0.0,-1.763256158928691,1.355622544989495,0.08958038661008959,1094.0
2023-05-08,S002,P0010,Furniture,East,84,55,77,52.19,29.67,10,Rainy,1,27.13,Winter,19.0,140.0,29.0,144.14285714285714,115.83333333333333,1.0026814243408946,0.0,-1.763256158928691,0.5823511934237893,0.6539833531510107,1009.0
2023-05-09,S002,P0010,Furniture,North,439,299,128,314.97,82.33,0,Sunny,0,77.72,Summer,55.0,8.0,15.0,185.71428571428572,125.3,0.9924041127832443,0.0,-1.763256158928691,2.3625739986161296,0.6809382828512867,1300.0
2023-05-10,S002,P0010,Clothing,South,258,113,96,119.63,40.53,20,Sunny,0,43.76,Summer,299.0,240.0,153.0,167.57142857142858,123.96666666666667,0.9924041127832443,0.0,-1.763256158928691,1.5387236943000766,0.43781480046493604,1173.0
2023-05-11,S002,P0010,Toys,North,488,238,80,230.47,52.64,15,Snowy,0,55.77,Spring,113.0,312.0,76.0,157.0,129.36666666666667,0.9953244926435111,0.0,-1.763256158928691,3.106301718650541,0.4876049989756197,1099.0
2023-05-12,S002,P0010,Toys,North,399,23,121,35.25,19.76,15,Rainy,1,23.03,Autumn,238.0,218.0,173.0,129.14285714285714,124.36666666666666,1.0096550398328077,0.0,-1.763256158928691,3.0872112302420693,0.05762966675018792,904.0
2023-05-13,S002,P0010,Groceries,North,76,27,106,17.92,79.03,10,Rainy,0,83.62,Autumn,23.0,157.0,207.0,110.57142857142857,118.36666666666666,1.0096550398328077,0.0,-1.763256158928691,0.6867174390086486,0.35479632063074906,774.0
2023-05-14,S002,P0010,Toys,East,244,4,61,-2.16,92.83,0,Snowy,1,96.28,Spring,27.0,19.0,36.0,108.42857142857143,117.3,0.9953244926435111,0.0,-1.763256158928691,2.2482558904830854,0.01638672675133142,759.0
2023-05-15,S002,P0010,Groceries,North,395,136,119,132.79,10.23,20,Cloudy,0,12.12,Spring,4.0,55.0,226.0,120.0,114.3,0.9953244926435111,0.0,-1.763256158928691,3.288925895087427,0.3442166540116426,840.0
2023-05-16,S002,P0010,Clothing,North,139,22,23,20.73,11.64,15,Sunny,1,13.66,Spring,136.0,299.0,77.0,80.42857142857143,112.46666666666667,0.9953244926435111,0.0,-1.763256158928691,1.7260954408373248,0.15815959741193386,563.0
2023-05-17,S002,P0010,Furniture,North,242,75,144,76.66,17.73,15,Snowy,1,13.55,Summer,22.0,113.0,87.0,75.0,112.06666666666666,0.9924041127832443,0.0,-1.763256158928691,3.2223701731025303,0.3097893432465923,525.0
2023-05-18,S002,P0010,Groceries,West,201,148,71,148.64,64.13,5,Rainy,0,60.26,Winter,75.0,238.0,454.0,62.142857142857146,101.86666666666666,1.0026814243408946,0.0,-1.763256158928691,3.229286206105118,0.7359522625559424,435.0
2023-05-19,S002,P0010,Clothing,East,98,66,146,77.2,48.86,15,Snowy,0,45.66,Winter,148.0,23.0,79.0,68.28571428571429,101.43333333333334,1.0026814243408946,0.0,-1.763256158928691,1.433047837894297,0.672782874617737,478.00000000000006
2023-05-20,S002,P0010,Toys,East,470,187,132,178.76,38.76,5,Rainy,0,38.17,Spring,66.0,27.0,12.0,91.14285714285714,107.26666666666667,0.9953244926435111,0.0,-1.763256158928691,5.15108814780022,0.39778770474367153,638.0
2023-05-21,S002,P0010,Clothing,South,88,23,109,22.53,60.06,0,Snowy,0,59.2,Winter,187.0,4.0,24.0,93.85714285714286,107.23333333333333,1.0026814243408946,0.0,-1.763256158928691,0.9365972327809031,0.26106696935300794,657.0
2023-05-22,S002,P0010,Furniture,South,135,13,47,10.84,33.0,0,Sunny,0,30.0,Autumn,23.0,136.0,225.0,76.28571428571429,100.16666666666667,1.0096550398328077,0.0,-1.763256158928691,1.7673461754254722,0.09622501850481126,534.0
2023-05-23,S002,P0010,Electronics,West,387,208,178,216.54,30.85,0,Cloudy,0,32.93,Winter,13.0,22.0,26.0,102.85714285714286,106.23333333333333,1.0026814243408946,0.0,-1.763256158928691,3.758845566810046,0.53732885559287,720.0
2023-05-24,S002,P0010,Clothing,West,458,159,148,177.87,46.84,5,Sunny,0,46.38,Winter,208.0,75.0,95.0,114.85714285714286,108.36666666666666,1.0026814243408946,0.0,-1.763256158928691,3.984093450975519,0.3470857891290111,804.0
2023-05-25,S002,P0010,Groceries,West,317,182,176,193.55,79.12,15,Snowy,1,82.17,Summer,159.0,148.0,110.0,119.71428571428571,110.76666666666667,0.9924041127832443,0.0,-1.763256158928691,2.6457612972457376,0.5739514348785871,838.0
2023-05-26,S002,P0010,Electronics,South,239,12,129,13.85,28.65,5,Snowy,0,32.2,Summer,182.0,66.0,84.0,112.0,108.36666666666666,0.9924041127832443,0.0,-1.763256158928691,2.1320249776984834,0.050188205771643665,784.0
2023-05-27,S002,P0010,Electronics,North,97,39,113,56.21,90.03,5,Rainy,1,90.53,Spring,12.0,187.0,40.0,90.85714285714286,108.33333333333333,0.9953244926435111,0.0,-1.763256158928691,1.0664363122349616,0.4016477857878476,636.0
2023-05-28,S002,P0010,Clothing,East,203,199,58,204.31,61.62,0,Sunny,0,60.75,Winter,39.0,23.0,36.0,116.0,113.76666666666667,1.0026814243408946,0.0,-1.763256158928691,1.748492678725237,0.9798129000492368,812.0
2023-05-29,S002,P0010,Electronics,East,121,1,193,11.52,56.44,5,Snowy,0,56.03,Spring,199.0,13.0,36.0,114.28571428571429,112.6,0.9953244926435111,0.0,-1.763256158928691,1.057824403646809,0.008257638315441783,800.0
2023-05-30,S002,P0010,Groceries,South,296,196,154,187.26,10.06,20,Sunny,1,13.68,Summer,1.0,208.0,55.0,112.57142857142857,117.3,0.9924041127832443,0.0,-1.763256158928691,2.6271078990744265,0.6619385342789598,788.0
2023-05-31,S002,P0010,Toys,East,227,144,145,162.89,65.25,10,Sunny,0,69.19,Spring,196.0,159.0,140.0,110.42857142857143,117.43333333333334,0.9953244926435111,0.0,-1.763256158928691,2.0537676101848263,0.6340819022457067,773.0
2023-06-01,S002,P0010,Toys,East,163,113,63,124.44,59.4,10,Sunny,1,59.75,Autumn,144.0,182.0,8.0,100.57142857142857,120.93333333333334,1.0096550398328077,0.0,-1.763256158928691,1.6191287072513127,0.6928264868179032,704.0
2023-06-02,S002,P0010,Groceries,West,243,160,79,163.69,83.98,20,Snowy,1,84.35,Summer,113.0,12.0,240.0,121.71428571428571,118.26666666666667,0.9924041127832443,0.0,-1.763256158928691,1.9948399202533131,0.658165364047717,852.0
2023-06-03,S002,P0010,Electronics,East,117,108,30,121.12,11.67,0,Snowy,0,15.8,Autumn,160.0,39.0,312.0,131.57142857142858,111.46666666666667,1.0096550398328077,0.0,-1.763256158928691,0.8885754583921015,0.9222886421861657,921.0000000000001
2023-06-04,S002,P0010,Toys,South,392,1,22,16.54,44.86,15,Cloudy,0,48.79,Summer,108.0,199.0,218.0,103.28571428571429,104.23333333333333,0.9924041127832443,0.0,-1.763256158928691,3.7916263645156834,0.002550369803621525,723.0
2023-06-05,S002,P0010,Electronics,West,498,42,130,34.31,45.69,15,Rainy,1,47.45,Spring,1.0,1.0,157.0,109.14285714285714,100.4,0.9953244926435111,0.0,-1.763256158928691,4.558650451157317,0.08432041758682995,764.0
2023-06-06,S002,P0010,Clothing,South,333,83,162,101.43,75.08,0,Sunny,1,75.75,Winter,42.0,196.0,19.0,93.0,102.53333333333333,1.0026814243408946,0.0,-1.763256158928691,3.5767991407089155,0.2491744220954668,651.0
2023-06-07,S002,P0010,Groceries,North,359,36,115,44.91,90.74,20,Sunny,1,90.3,Summer,83.0,144.0,55.0,77.57142857142857,101.9,0.9924041127832443,0.0,-1.763256158928691,4.622034210042303,0.10025062656641603,543.0
2023-06-08,S002,P0010,Furniture,East,234,178,157,181.24,55.87,20,Rainy,0,52.23,Winter,36.0,113.0,299.0,86.85714285714286,97.86666666666666,1.0026814243408946,0.0,-1.763256158928691,2.6909807787087234,0.7603588210166595,608.0
2023-06-09,S002,P0010,Toys,West,415,103,48,95.06,68.56,5,Snowy,0,70.37,Winter,178.0,160.0,113.0,78.71428571428571,97.53333333333333,1.0026814243408946,0.0,-1.763256158928691,5.265542867500454,0.2481329800048181,551.0
2023-06-10,S002,P0010,Electronics,East,494,16,198,23.2,68.92,10,Rainy,0,71.01,Summer,103.0,108.0,238.0,65.57142857142857,90.13333333333334,0.9924041127832443,0.0,-1.763256158928691,7.522297150315424,0.032382108884841124,459.0
2023-06-11,S002,P0010,Clothing,East,241,179,187,194.35,35.13,15,Cloudy,0,35.24,Spring,16.0,1.0,23.0,91.0,95.33333333333333,0.9953244926435111,0.0,-1.763256158928691,2.645444566410538,0.742430526752385,637.0
2023-06-12,S002,P0010,Furniture,North,399,129,137,122.69,24.87,10,Snowy,1,23.24,Spring,179.0,42.0,27.0,103.42857142857143,98.73333333333333,0.9953244926435111,0.0,-1.763256158928691,3.8540085552642473,0.3232272613380105,724.0
2023-06-13,S002,P0010,Clothing,North,196,61,109,69.99,31.78,10,Cloudy,1,34.49,Spring,129.0,83.0,4.0,100.28571428571429,100.63333333333334,0.9953244926435111,0.0,-1.763256158928691,1.9524690479578768,0.31106578276389596,702.0
2023-06-14,S002,P0010,Furniture,West,290,163,160,168.23,48.83,0,Cloudy,1,51.49,Winter,61.0,36.0,136.0,118.42857142857143,101.53333333333333,1.0026814243408946,0.0,-1.763256158928691,2.446667470169941,0.5618752154429507,829.0
2023-06-15,S002,P0010,Toys,East,65,58,193,49.25,86.46,0,Snowy,1,91.3,Autumn,163.0,178.0,22.0,101.28571428571429,102.73333333333333,1.0096550398328077,0.0,-1.763256158928691,0.6411159644920389,0.8909370199692781,709.0
2023-06-16,S002,P0010,Furniture,South,150,47,164,56.2,93.49,15,Snowy,0,94.12,Summer,58.0,103.0,75.0,93.28571428571429,101.8,0.9924041127832443,0.0,-1.763256158928691,1.606241395135383,0.31312458361092604,653.0
2023-06-17,S002,P0010,Groceries,East,175,8,88,7.35,86.44,0,Cloudy,0,82.35,Winter,47.0,16.0,148.0,92.14285714285714,97.13333333333334,1.0026814243408946,0.0,-1.763256158928691,1.8971658665014715,0.045688178183894916,645.0
2023-06-18,S002,P0010,Groceries,South,331,9,52,24.72,58.24,20,Cloudy,1,58.1,Winter,8.0,179.0,66.0,67.85714285714286,95.23333333333333,1.0026814243408946,0.0,-1.763256158928691,4.870716838343494,0.02718212020537602,475.0
2023-06-19,S002,P0010,Electronics,West,139,126,135,138.1,32.09,15,Sunny,1,29.53,Spring,9.0,129.0,187.0,67.42857142857143,93.2,0.9953244926435111,0.0,-1.763256158928691,2.0583879839221493,0.9058231488138031,472.0
2023-06-20,S002,P0010,Groceries,East,447,318,177,329.75,89.41,10,Snowy,0,93.31,Autumn,126.0,61.0,23.0,104.14285714285714,103.03333333333333,1.0096550398328077,0.0,-1.763256158928691,4.288063587775799,0.7112502795795124,729.0
2023-06-21,S002,P0010,Toys,East,393,155,109,170.52,48.18,0,Rainy,0,53.1,Summer,318.0,163.0,13.0,103.0,107.76666666666667,0.9924041127832443,0.0,-1.763256158928691,3.811833171677983,0.3943017044009158,721.0
2023-06-22,S002,P0010,Toys,South,264,77,45,69.16,36.54,20,Cloudy,0,37.87,Summer,155.0,58.0,208.0,105.71428571428571,103.4,0.9924041127832443,0.0,-1.763256158928691,2.4949372215471852,0.2915562287012495,740.0
2023-06-23,S002,P0010,Electronics,South,426,5,144,9.97,57.07,0,Sunny,0,52.89,Winter,77.0,47.0,159.0,99.71428571428571,98.26666666666667,1.0026814243408946,0.0,-1.763256158928691,4.267926148561615,0.011734334663224594,698.0
2023-06-24,S002,P0010,Furniture,North,163,34,180,25.65,44.0,10,Snowy,1,43.14,Winter,5.0,8.0,182.0,103.42857142857143,93.33333333333333,1.0026814243408946,0.0,-1.763256158928691,1.5744445977645922,0.20846106683016555,724.0
2023-06-25,S002,P0010,Furniture,West,306,274,131,285.33,43.61,0,Snowy,1,48.24,Autumn,34.0,9.0,12.0,141.28571428571428,102.06666666666666,1.0096550398328077,0.0,-1.763256158928691,2.1642922097605335,0.8951323097027115,989.0
2023-06-26,S002,P0010,Groceries,South,302,270,144,275.42,36.35,0,Rainy,0,37.37,Summer,274.0,126.0,39.0,161.85714285714286,109.76666666666667,0.9924041127832443,0.0,-1.763256158928691,1.8646908353179854,0.8937437934458787,1133.0
2023-06-27,S002,P0010,Clothing,North,453,440,49,448.07,30.91,5,Sunny,0,33.46,Summer,270.0,318.0,199.0,179.28571428571428,117.8,0.9924041127832443,0.0,-1.763256158928691,2.5252847017599747,0.9710880600308982,1255.0
2023-06-28,S002,P0010,Groceries,South,230,71,100,64.15,87.53,20,Snowy,0,84.67,Summer,440.0,155.0,1.0,167.28571428571428,120.13333333333334,0.9924041127832443,0.0,-1.763256158928691,1.3740718613979688,0.308561495002173,1171.0
2023-06-29,S002,P0010,Electronics,South,415,190,126,186.05,36.29,10,Snowy,0,32.18,Autumn,71.0,77.0,196.0,183.42857142857142,119.93333333333334,1.0096550398328077,0.0,-1.763256158928691,2.261228302327392,0.4577210310768489,1284.0
2023-06-30,S002,P0010,Toys,West,85,48,21,54.28,36.7,15,Snowy,1,36.37,Winter,190.0,5.0,144.0,189.57142857142858,116.73333333333333,1.0026814243408946,0.0,-1.763256158928691,0.44814340588988477,0.564042303172738,1327.0
2023-07-01,S002,P0010,Furniture,West,285,252,49,252.82,64.24,10,Rainy,0,64.82,Spring,48.0,34.0,113.0,220.71428571428572,121.36666666666666,0.9953244926435111,0.0,-1.763256158928691,1.2906773630070518,0.8839003858295335,1545.0
2023-07-02,S002,P0010,Toys,West,82,32,134,31.82,90.47,10,Rainy,0,87.06,Spring,252.0,274.0,160.0,186.14285714285714,117.1,0.9953244926435111,0.0,-1.763256158928691,0.44028534171972084,0.389768574908648,1303.0
2023-07-03,S002,P0010,Electronics,South,350,232,137,239.11,19.02,20,Cloudy,1,18.81,Winter,32.0,270.0,108.0,180.71428571428572,121.23333333333333,1.0026814243408946,0.0,-1.763256158928691,1.935687761712886,0.6626678091973721,1265.0
2023-07-04,S002,P0010,Furniture,North,321,219,164,216.3,55.67,15,Rainy,0,59.65,Autumn,232.0,440.0,1.0,149.14285714285714,128.5,1.0096550398328077,0.0,-1.763256158928691,2.1508567052742413,0.6820305200872002,1044.0
2023-07-05,S002,P0010,Toys,South,103,58,176,51.09,53.4,10,Snowy,0,56.67,Spring,219.0,71.0,42.0,147.28571428571428,129.03333333333333,0.9953244926435111,0.0,-1.763256158928691,0.6988465639236213,0.5625606207565471,1031.0
2023-07-06,S002,P0010,Toys,North,450,18,91,11.85,71.61,0,Snowy,1,69.21,Spring,58.0,190.0,83.0,122.71428571428571,126.86666666666666,0.9953244926435111,0.0,-1.763256158928691,3.664068861230662,0.03999111308598089,859.0
2023-07-07,S002,P0010,Toys,South,303,18,129,27.13,89.01,5,Sunny,0,84.89,Spring,18.0,48.0,36.0,118.42857142857143,126.26666666666667,0.9953244926435111,0.0,-1.763256158928691,2.5563456671085936,0.059386341141537444,829.0
2023-07-08,S002,P0010,Electronics,North,279,261,162,256.5,80.62,0,Cloudy,0,78.32,Winter,18.0,252.0,178.0,119.71428571428571,129.03333333333333,1.0026814243408946,0.0,-1.763256158928691,2.3286037915822106,0.9351486922250088,838.0
2023-07-09,S002,P0010,Groceries,North,178,167,132,169.98,11.91,20,Rainy,1,10.2,Autumn,261.0,32.0,103.0,139.0,131.16666666666666,1.0096550398328077,0.0,-1.763256158928691,1.2796549245147377,0.9376754632229085,973.0
2023-07-10,S002,P0010,Furniture,North,470,266,132,276.15,73.74,5,Sunny,0,68.92,Autumn,167.0,232.0,16.0,143.85714285714286,139.5,1.0096550398328077,0.0,-1.763256158928691,3.264860573583408,0.5658370559455435,1007.0
2023-07-11,S002,P0010,Furniture,North,397,93,170,105.04,38.32,15,Sunny,1,35.46,Autumn,266.0,219.0,179.0,125.85714285714286,136.63333333333333,1.0096550398328077,0.0,-1.763256158928691,3.151865713961665,0.23419793502895994,881.0
2023-07-12,S002,P0010,Clothing,North,227,218,100,215.85,69.41,20,Cloudy,1,68.09,Summer,93.0,58.0,129.0,148.71428571428572,139.6,0.9924041127832443,0.0,-1.763256158928691,1.5253911874820005,0.959929546455306,1041.0
2023-07-13,S002,P0010,Toys,East,406,170,129,180.05,52.41,15,Rainy,0,57.37,Winter,218.0,18.0,61.0,170.42857142857142,143.23333333333332,1.0026814243408946,0.0,-1.763256158928691,2.380832705034766,0.4186161044077813,1193.0
2023-07-14,S002,P0010,Clothing,North,420,169,52,159.51,68.67,5,Sunny,0,72.59,Summer,170.0,18.0,163.0,192.0,143.43333333333334,0.9924041127832443,0.0,-1.763256158928691,2.1863612701717856,0.402285170197572,1344.0
2023-07-15,S002,P0010,Groceries,North,218,63,50,70.9,75.91,0,Sunny,1,72.51,Winter,169.0,261.0,58.0,163.71428571428572,143.6,1.0026814243408946,0.0,-1.763256158928691,1.3307752681608092,0.28885832187070154,1146.0
2023-07-16,S002,P0010,Electronics,North,419,251,107,255.19,43.69,10,Cloudy,0,43.51,Summer,63.0,167.0,47.0,175.71428571428572,150.4,0.9924041127832443,0.0,-1.763256158928691,2.383196554806208,0.5989024099260319,1230.0
2023-07-17,S002,P0010,Electronics,North,147,96,128,115.76,80.57,5,Snowy,1,81.63,Summer,251.0,266.0,8.0,151.42857142857142,153.33333333333334,0.9924041127832443,0.0,-1.763256158928691,0.970114075610446,0.6526172671651937,1060.0
2023-07-18,S002,P0010,Clothing,East,447,343,103,352.83,82.52,5,Rainy,1,84.52,Autumn,96.0,93.0,9.0,187.14285714285714,164.46666666666667,1.0096550398328077,0.0,-1.763256158928691,2.387273975738155,0.7671661820621785,1310.0
2023-07-19,S002,P0010,Clothing,East,213,179,28,179.76,78.63,0,Cloudy,1,82.89,Autumn,343.0,218.0,126.0,181.57142857142858,166.23333333333332,1.0096550398328077,0.0,-1.763256158928691,1.1724463316820004,0.8399812294697325,1271.0
2023-07-20,S002,P0010,Groceries,South,259,35,85,42.38,84.8,0,Sunny,1,81.52,Autumn,179.0,170.0,318.0,162.28571428571428,156.8,1.0096550398328077,0.0,-1.763256158928691,1.5949678895047068,0.13508297954457738,1136.0
2023-07-21,S002,P0010,Clothing,West,250,147,29,161.36,12.76,15,Rainy,1,14.56,Winter,35.0,169.0,155.0,159.14285714285714,156.53333333333333,1.0026814243408946,0.0,-1.763256158928691,1.569929128913609,0.5877648940423831,1114.0
2023-07-22,S002,P0010,Toys,West,411,302,174,312.31,10.89,10,Snowy,1,13.74,Spring,147.0,63.0,77.0,193.28571428571428,164.03333333333333,0.9953244926435111,0.0,-1.763256158928691,2.125286252493167,0.7346144490391632,1353.0
2023-07-23,S002,P0010,Furniture,South,187,16,95,23.45,13.27,10,Cloudy,0,9.15,Spring,302.0,251.0,5.0,159.71428571428572,164.4,0.9953244926435111,0.0,-1.763256158928691,1.1701081612586037,0.08551576696953501,1118.0
2023-07-24,S002,P0010,Furniture,West,118,61,193,63.65,39.92,10,Rainy,0,44.42,Summer,16.0,96.0,34.0,154.71428571428572,165.3,0.9924041127832443,0.0,-1.763256158928691,0.7622035618713666,0.5165114309906859,1083.0
2023-07-25,S002,P0010,Groceries,South,393,336,53,334.46,44.54,15,Rainy,1,42.85,Summer,61.0,343.0,274.0,153.71428571428572,167.36666666666667,0.9924041127832443,0.0,-1.763256158928691,2.555029256060184,0.8547443398626303,1076.0
2023-07-26,S002,P0010,Toys,West,72,30,80,23.78,99.39,0,Cloudy,0,97.98,Summer,336.0,179.0,270.0,132.42857142857142,159.36666666666667,0.9924041127832443,0.0,-1.763256158928691,0.5432790772879165,0.41608876560332875,926.9999999999999
2023-07-27,S002,P0010,Furniture,West,276,129,184,142.75,17.45,10,Rainy,1,21.62,Spring,30.0,35.0,440.0,145.85714285714286,149.0,0.9953244926435111,0.0,-1.763256158928691,1.8909660369971617,0.46722202100688154,1021.0
2023-07-28,S002,P0010,Toys,East,222,130,52,147.81,80.97,15,Snowy,0,77.99,Spring,129.0,147.0,71.0,143.42857142857142,150.96666666666667,0.9953244926435111,0.0,-1.763256158928691,1.5467303672738133,0.585321927059883,1003.9999999999999
2023-07-29,S002,P0010,Furniture,East,302,170,101,189.7,38.88,10,Rainy,1,39.37,Winter,130.0,302.0,190.0,124.57142857142857,150.3,1.0026814243408946,0.0,-1.763256158928691,2.4223673656468434,0.5627275736511088,872.0
2023-07-30,S002,P0010,Toys,West,188,24,163,43.43,53.01,20,Snowy,0,49.96,Autumn,170.0,16.0,48.0,125.71428571428571,149.5,1.0096550398328077,0.0,-1.763256158928691,1.4942659248325196,0.12759170653907495,880.0
2023-07-31,S002,P0010,Toys,South,414,334,129,350.55,45.52,0,Rainy,0,42.03,Winter,24.0,61.0,252.0,164.71428571428572,152.23333333333332,1.0026814243408946,0.0,-1.763256158928691,2.5119181763023315,0.8065684617242211,1153.0
